,title,company,location,summary,mean_salary
365,insurance and risk analyst,Euro London Appointments,London,this is an exciting opportunity for graduates from leading uk and international universities with excellent academic performance and research analytical ability…,26500.0
374,business improvement analyst,One Housing Group,London,"manage projects and improvement initiatives from start to completion, collaborating with other departments and external suppliers.",47500.0
375,data analyst,MB Fitzgerald,London,experience with master data management.monitor data in accordance with the various standards and policies outlined in the firm's data governance framework.,60000.0
376,"analyst, model risk and validation",Lloyds Banking Group,London,"assist with independent review and challenge of model developments (data profiling, selection, validation, back-testing, stress testing and model documentation)…",29070.0
378,emissions inventories data system analyst consultant,Ricardo Energy & Environment,London W2 6LA,an ability to conceptualise data structures.a background in data analysis is highly desirable.experience of data processing and statistical analysis using…,24400.0
379,test pricing analyst,The AA,London,"developing robust data sets to ensure data adequacy and accuracy, including working with the financial analysts to support the life-time value models.",35000.0
394,business analyst,Hyper Talent Solutions Ltd,London SL3 7AE•Temporarily Remote,provide information on data collection techniques and assist the client organisations to interpret them and make necessary recommendations or solutions to…,26500.0
405,commercial analyst,Olive Dining Limited,London TN16 1TW,"validation of financial data aLondon the business, ensuring that systems reconcile.provide timely, meaningful, and insightful analysis of data to senior…",30000.0
415,deca - diversity media data analyst,Brand Advance,London,"regularly create data reports with written analysis, conclusions and.create business reports that provide insight into key data points.",26000.0
416,senior data analyst,Onto,London N7,"identify and specify marketing team data needs and quality requirements and work closely with data scientists and engineers to ensure data is available,…",60000.0
423,metering data analyst,Thames Water Utilites,London SL3 8DS•Temporarily Remote,"have strong excel and data manipulation skills with experience in reporting tools such as sql, power bi and other data tools.what you’ll be doing:",30000.0
425,workforce analyst - covid19 reporting - nhs,Page Personnel - UK,London,"in depth understanding of workforce data.extensive experience of using highly complex data sets.a temporary workforce analyst role, specialising in covid 19…",50956.0
427,it business analyst,TCS MAX LIMITED,London EC1V•Temporarily Remote,"a proven track record as business analyst in successful project delivery in a complex services organisation.to gather, scope and document business requirements…",31000.0
430,betting data analyst graduate / junior,Client Server,London,"as a betting analyst you will analyse and select the best value bets in the global sports betting markets (e.g. football, cricket, basketball) and use expert…",35000.0
432,business analyst,Cabinet Office,London,"drive digital, data and technology thought leadership.be the gateway for all non-gds digital, data and technology services delivered by cabinet office.",42650.0
434,data analyst x 3,Harnham,London,"monitoring data and the input and output data of the algorithm.analyse the global customer behavior, including interpretation and data-driven recommendations.",42500.0
