,title,company,salary,location,summary
1790,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1791,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1792,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1793,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1794,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1795,Data Science Consultant,Metrica Recruitment,"£40,000 - £55,000 a year",Glasgow,"
Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools.
Over 18 months years of experience in operational research…
"
1796,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1797,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1798,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1799,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1800,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1801,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1802,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1803,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1804,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1805,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1806,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1807,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1808,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1809,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1810,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1811,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1812,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1813,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1814,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1815,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1816,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1817,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1818,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1819,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1820,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1821,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1822,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1823,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1824,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1825,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1826,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1827,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
